Loan_ID,Age,Income,Employment_Length,Education_Level,Marital_Status,Loan_Amount,Loan_Term,Interest_Rate,Loan_Purpose,Credit_Score,Debt_to_Income_Ratio,Number_of_Credit_Cards,Current_Total_Debt,Payment_History_Score,Account_Balance,Number_of_Bank_Accounts,Previous_Loans,Default_History,Risk_Level
LN100954,46,162770,10,Associate,Single,30138,48,15.61,Education,684,43.55,0,85463,733,80396,6,1,0,High
LN100955,23,106711,22,Bachelor,Married,11563,48,8.81,Home,746,42.28,6,8771,759,73622,1,3,0,Low
LN100956,43,97850,9,Associate,Married,19387,12,9.22,Medical,686,37.97,6,79996,802,48544,9,1,1,Low
LN100957,28,129733,2,Bachelor,Married,10840,36,6.94,Other,682,12.29,3,71173,768,18050,9,0,0,Low
LN100958,41,22365,4,Master,Married,20154,60,10.85,Other,576,56.6,3,41834,665,19784,6,0,0,High
LN100959,46,117662,2,Doctorate,Widowed,29194,60,4.36,Medical,681,41.4,9,135625,538,11774,8,0,0,Low
LN100960,20,63372,37,Associate,Married,27448,24,8.46,Home,423,59.7,4,166189,695,34968,4,4,0,Low
LN100961,69,64134,12,Bachelor,Married,35924,12,12.2,Home,566,36.87,1,102290,694,58236,5,0,0,High
LN100962,27,57823,18,Associate,Single,28528,36,11.18,Medical,410,45.51,8,194209,374,77678,5,3,0,High
LN100963,18,91158,39,Bachelor,Divorced,34402,48,19.99,Business,680,12.81,9,129928,397,50135,7,3,0,Low
LN100964,69,116076,34,Bachelor,Single,9352,12,9.91,Business,457,41.59,3,35890,682,23007,7,4,0,High
LN100965,60,153021,23,High School,Widowed,5184,12,9.89,Education,847,48.23,8,94740,669,25158,7,3,0,Low
LN100966,43,69396,23,High School,Married,15384,36,11.81,Home,417,48.93,2,80428,584,71587,5,3,0,Low
LN100967,29,128336,16,High School,Divorced,19319,24,6.64,Home,627,48.51,8,9689,555,97112,4,1,0,High
LN100968,31,51912,39,Associate,Divorced,25449,24,17.96,Medical,367,21.31,0,29063,608,4115,8,0,0,Medium
LN100969,42,76947,9,Master,Married,46205,24,12.94,Medical,733,58.77,6,58198,475,84560,1,1,1,Low
LN100970,25,64387,1,Bachelor,Married,15426,48,6.67,Business,658,59.76,3,2363,527,59317,1,1,0,Low
LN100971,60,36508,22,Doctorate,Widowed,12504,48,16.59,Home,742,13.78,6,148763,646,6371,6,3,0,Low
LN100972,21,65592,5,High School,Widowed,38368,36,4.07,Home,463,56.82,9,134823,641,94226,2,2,0,Medium
LN100973,45,129249,1,Associate,Married,45572,24,19.71,Other,660,24.47,5,124763,538,39355,3,0,1,High
LN100974,24,21919,20,Associate,Married,43305,36,17.77,Education,418,44.46,3,8782,649,97956,4,2,0,Low
LN100975,27,62595,34,Associate,Married,37094,24,13.06,Education,494,26.91,3,84184,754,43375,2,3,0,High
LN100976,68,160689,28,Doctorate,Married,19685,12,5.34,Business,540,58.39,7,144612,740,74616,7,4,0,Low
LN100977,53,53298,6,Doctorate,Divorced,13724,60,7.05,Home,808,15.08,6,46991,814,67419,1,1,0,Medium
LN100978,19,158001,28,High School,Widowed,10084,60,8.11,Other,441,34.89,3,71875,380,70357,3,3,0,Low
LN100979,43,34456,36,Doctorate,Married,39810,24,7.48,Home,330,31.4,5,159681,660,8338,2,3,0,Medium
LN100980,67,129599,22,High School,Married,21741,36,11.71,Medical,522,26.3,5,57655,587,22007,9,2,0,Low
LN100981,31,106676,32,Doctorate,Divorced,21761,48,19.09,Business,565,42.28,0,64177,307,2477,8,4,0,High
LN100982,33,103721,7,Doctorate,Single,18336,24,10.83,Education,581,16.55,1,59396,386,78671,3,1,0,Low
LN100983,60,57924,11,Doctorate,Married,25872,24,14.42,Home,680,45.83,3,17877,585,42423,5,4,0,Low
LN100984,59,44240,9,High School,Divorced,18414,48,14.86,Business,361,59.03,5,128934,698,75973,3,4,0,High
LN100985,34,107381,14,Bachelor,Divorced,9797,24,17.88,Education,820,50.23,5,19405,373,48100,6,4,0,Medium
LN100986,63,29228,23,High School,Single,8307,12,4.06,Home,370,53.0,0,117435,738,75038,5,0,0,Low
LN100987,39,41686,25,Bachelor,Widowed,37568,48,10.17,Other,835,27.98,7,49629,422,29236,2,4,0,Medium
LN100988,21,31920,38,Associate,Widowed,7596,12,16.45,Business,439,26.24,1,47233,676,368,8,3,1,High
LN100989,36,27432,2,Associate,Widowed,22167,60,16.95,Home,615,35.85,4,22471,442,25839,6,0,0,Medium
LN100990,19,130507,1,High School,Married,27308,48,18.8,Education,639,12.29,3,4302,457,73098,3,0,0,Low
LN100991,56,150509,5,Bachelor,Widowed,29215,48,15.1,Education,827,57.27,4,114466,729,7139,1,4,0,Low
LN100992,26,91725,20,Bachelor,Married,16795,36,7.55,Other,840,17.19,4,81048,747,27141,5,3,0,High
LN100993,36,184982,8,Bachelor,Married,19984,36,11.84,Business,715,55.15,9,98972,709,64262,2,1,0,Low
LN100994,33,141764,9,Associate,Divorced,17134,48,4.03,Business,766,14.18,7,155583,670,6704,2,4,0,Medium
LN100995,42,181298,35,High School,Widowed,15782,60,14.17,Home,674,51.13,9,137094,408,1887,9,0,0,Medium
LN100996,65,79099,2,Master,Widowed,47002,24,12.65,Education,590,17.6,6,44239,335,11975,7,1,0,Low
LN100997,35,132557,23,Bachelor,Widowed,26651,36,14.5,Education,342,11.91,8,129185,389,544,6,1,1,Low
LN100998,40,106760,21,Bachelor,Married,29022,60,18.85,Other,352,45.97,0,124811,714,84984,1,0,1,High
LN100999,38,38013,13,Master,Married,23922,60,14.84,Other,531,24.01,5,122097,595,88366,2,1,0,Low
